drugbank_id	category	mesh_id
DB01157	Folic Acid Antagonists		
DB01157	Antimetabolites, Antineoplastic		
DB01157	Antibiotics		
DB01158	Antihypertensive Agents		
DB01158	Anti-Arrhythmia Agents		
DB01158	Adrenergic Antagonists		
DB01159	Anesthetics, Inhalation		
DB01159	Anesthetics		
DB01160	Oxytocics		
DB01160	Abortifacient Agents, Nonsteroidal		
DB01160	Angiography		
DB01160	Stimulants, Uterine		
DB01161	Anesthetics, Local		
DB01162	Adrenergic alpha-1 Receptor Antagonists		
DB01163	Anti-Bacterial Agents		
DB01163	Anti-Infective Agents, Urinary		
DB01163	Penicillins		
DB01164	Supplements		
DB01165	Anti-Bacterial Agents		
DB01165	Nucleic Acid Synthesis Inhibitors		
DB01165	Anti-Infective Agents		
DB01165	Anti-Infective Agents, Urinary		
DB01165	Quinolones		
DB01166	Fibrinolytic Agents		
DB01166	Platelet Aggregation Inhibitors		
DB01166	Bronchodilator Agents		
DB01166	Phosphodiesterase 3 Inhibitors		
DB01166	Vasodilator Agents		
DB01166	Neuroprotective Agents		
DB01167	Antifungal Agents		
DB01167	Antiprotozoal Agents		
DB01167	14-alpha Demethylase Inhibitors		
DB01168	Antineoplastic Agents		
DB01169	Antineoplastic Agents		
DB01169	Homeopathic Agents		
DB01170	Antihypertensive Agents		
DB01170	Adrenergic Agents		
DB01170	Sympatholytics		
DB01171	Antidepressive Agents		
DB01171	Monoamine Oxidase Inhibitors		
DB01172	Anti-Bacterial Agents		
DB01172	Protein Synthesis Inhibitors		
DB01172	Aminoglycosides		
DB01173	Antiparkinson Agents		
DB01173	Muscarinic Antagonists		
DB01173	Parasympatholytics		
DB01173	Muscle Relaxants, Central		
DB01173	Antidyskinetics		
DB01173	Muscle Relaxants, Skeletal		
DB01174	Hypnotics and Sedatives		
DB01174	Anticonvulsants		
DB01174	GABA Modulators		
DB01174	Excitatory Amino Acid Antagonists		
DB01175	Antidepressive Agents, Second-Generation		
DB01175	Serotonin Uptake Inhibitors		
DB01176	Histamine H1 Antagonists		
DB01176	Antiemetics		
DB01177	Antibiotics, Antineoplastic		
DB01177	Antibiotics		
DB01178	Anti-Anxiety Agents		
DB01178	Antipsychotic Agents		
DB01178	Muscle Relaxants, Central		
DB01178	Benzodiazepines		
DB01179	Antineoplastic Agents, Phytogenic		
DB01179	Tubulin Modulators		
DB01179	Keratolytic Agents		
DB01179	Antimitotic Agents		
DB01182	Anti-Arrhythmia Agents		
DB01182	Voltage-Gated Sodium Channel Blockers		
DB01183	Narcotic Antagonists		
DB01183	Central Nervous System Depressants		
DB01185	Anabolic Agents		
DB01186	Dopamine Agonists		
DB01186	Antidyskinetics		
DB01188	Antifungal Agents		
DB01189	Anesthetics, Inhalation		
DB01190	Anti-Bacterial Agents		
DB01190	Protein Synthesis Inhibitors		
DB01190	Antibiotics		
DB01191	Serotonin Uptake Inhibitors		
DB01191	Anti-Obesity Agents		
DB01191	Serotonin Receptor Agonists		
DB01192	Analgesics, Opioid		
DB01192	Narcotics		
DB01192	Adjuvants, Anesthesia		
DB01192	Adjuvants		
DB01193	Antihypertensive Agents		
DB01193	Sympathomimetics		
DB01193	Adrenergic beta-1 Receptor Antagonists		
DB01193	Anti-Arrhythmia Agents		
DB01194	Anti-glaucoma Agents		
DB01194	Ophthalmics		
DB01195	Anti-Arrhythmia Agents		
DB01195	Voltage-Gated Sodium Channel Blockers		
DB01196	Antineoplastic Agents, Hormonal		
DB01196	Antineoplastic Agents, Alkylating		
DB01197	Angiotensin-Converting Enzyme Inhibitors		
DB01197	Antihypertensive Agents		
DB01198	Hypnotics and Sedatives		
DB01199	Neuromuscular Nondepolarizing Agents		
DB01199	Nicotinic Antagonists		
DB01199	Muscle Relaxants, Skeletal		
DB01200	Hormone Antagonists		
DB01200	Antiparkinson Agents		
DB01200	Dopamine Agonists		
DB01200	Antidyskinetics		
DB01201	Leprostatic Agents		
DB01201	Antibiotics, Antitubercular		
DB01201	Antimycobacterials		
DB01202	Nootropic Agents		
DB01202	Anticonvulsants		
DB01204	Antineoplastic Agents		
DB01204	Analgesics		
DB01205	GABA Modulators		
DB01205	Antidotes		
DB01206	Antineoplastic Agents, Alkylating		
DB01207	Platelet Aggregation Inhibitors		
DB01207	Gastrointestinal Agents		
DB01207	Enzyme Inhibitors		
DB01207	Thrombolytic Agents		
DB01209	Analgesics, Opioid		
DB01210	Sympatholytics		
DB01210	Adrenergic beta-Antagonists		
DB01210	EENT Preparations		
DB01211	Anti-Bacterial Agents		
DB01211	Protein Synthesis Inhibitors		
DB01211	Macrolides		
DB01212	Anti-Bacterial Agents		
DB01212	Cephalosporins		
DB01213	Antidotes		
DB01214	Antihypertensive Agents		
DB01214	Sympatholytics		
DB01214	Anti-Arrhythmia Agents		
DB01214	Adrenergic beta-Antagonists		
DB01216	5-alpha Reductase Inhibitors		
DB01216	Skin and Mucous Membrane Agents		
DB01217	Antineoplastic Agents, Hormonal		
DB01217	Aromatase Inhibitors		
DB01218	Antimalarials		
DB01218	Antiprotozoal Agents		
DB01219	Muscle Relaxants, Central		
DB01220	Gastrointestinal Agents		
DB01220	Anti-Infective Agents		
DB01221	Analgesics		
DB01221	Excitatory Amino Acid Antagonists		
DB01221	Anesthetics		
DB01221	Anesthetics, Dissociative		
DB01222	Corticosteroids		
DB01223	Phosphodiesterase Inhibitors		
DB01223	Purinergic P1 Receptor Antagonists		
DB01223	Bronchodilator Agents		
DB01223	Cardiotonic Agents		
DB01223	Muscle Relaxants, Respiratory		
DB01224	Antipsychotic Agents		
DB01225	Fibrinolytic Agents		
DB01225	Anticoagulants		
DB01225	Heparins		
DB01227	Analgesics, Opioid		
DB01227	Narcotics		
DB01228	Anti-Arrhythmia Agents		
DB01228	Voltage-Gated Sodium Channel Blockers		
DB01228	Sodium Channel Blockers		
DB01229	Antineoplastic Agents, Phytogenic		
DB01229	Tubulin Modulators		
DB01231	Antiemetics		
DB01232	HIV Protease Inhibitors		
DB01233	Antiemetics		
DB01233	Dopamine Antagonists		
DB01233	Prokinetic Agents		
DB01234	Antineoplastic Agents, Hormonal		
DB01234	Anti-Inflammatory Agents		
DB01234	Glucocorticoids		
DB01234	Antiemetics		
DB01235	Dopamine Agents		
DB01235	Antiparkinson Agents		
DB01235	Antidyskinetics		
DB01236	Platelet Aggregation Inhibitors		
DB01236	Anesthetics, Inhalation		
DB01237	Histamine Antagonists		
DB01238	Antipsychotic Agents		
DB01239	Antipsychotic Agents		
DB01239	Dopamine Antagonists		
DB01240	Platelet Aggregation Inhibitors		
DB01240	Antihypertensive Agents		
DB01241	Hypolipidemic Agents		
DB01242	Serotonin Uptake Inhibitors		
DB01242	Antidepressive Agents, Tricyclic		
DB01243	Anti-seborrheic Agents		
DB01244	Antihypertensive Agents		
DB01244	Anti-Arrhythmia Agents		
DB01244	Vasodilator Agents		
DB01244	Calcium Channel Blockers		
DB01245	Neuromuscular Depolarizing Agents		
DB01246	Antipruritics		
DB01247	Antidepressive Agents		
DB01247	Monoamine Oxidase Inhibitors		
DB01248	Antineoplastic Agents		
DB01249	Contrast Media		
DB01251	Antidiabetic Agents		
DB01252	Hypoglycemic Agents		
DB01253	Oxytocics		
DB01256	Anti-Bacterial Agents		
DB01259	Antineoplastic Agents		
DB01259	Protein Kinase Inhibitors		
DB01261	Dipeptidyl-Peptidase IV Inhibitors		
DB01262	Enzyme Inhibitors		
DB01262	Antimetabolites, Antineoplastic		
DB01262	Teratogens		
DB01263	Antifungal Agents		
DB01264	HIV Protease Inhibitors		
DB01267	Antipsychotic Agents		
DB01270	Ophthalmics		
DB01271	Enzyme Replacement Agents		
DB01272	Enzyme Replacement Agents		
DB01273	Nicotinic Agonists		
DB01274	Adrenergic beta-2 Receptor Agonists		
DB01274	Bronchodilator Agents		
DB01276	Hypoglycemic Agents		
DB01279	Enzyme Replacement Agents		
DB01281	Antirheumatic Agents		
DB01281	Immunosuppressive Agents		
DB01282	Oxytocics		
DB01282	Delayed-Action Preparations		
DB01282	Anti-tocolytic Agents		
DB01282	Labor Induction Agents		
DB01283	Cyclooxygenase 2 Inhibitors		
DB01284	Hormones		
DB01284	Diagnostic Agents		
DB01285	Hormones		
DB01285	Diagnostic Agents		
DB01288	Sympathomimetics		
DB01288	Adrenergic beta-2 Receptor Agonists		
DB01288	Bronchodilator Agents		
DB01288	Tocolytic Agents		
DB01291	Adrenergic beta-2 Receptor Agonists		
DB01291	Bronchodilator Agents		
DB01291	Cardiotonic Agents		
DB01294	Antidiarrheals		
DB01295	Adrenergic beta-1 Receptor Antagonists		
DB01297	Adrenergic beta-1 Receptor Antagonists		
DB01297	Anti-Arrhythmia Agents		
DB01298	Sulfonamides		
DB01301	Tetracyclines		
DB01303	Bronchodilator Agents		
DB01306	Hypoglycemic Agents		
DB01306	Antidiabetic Agents		
DB01307	Antidiabetic Agents		
DB01309	Antidiabetic Agents		
DB01319	Prodrugs		
DB01320	Anticonvulsants		
DB01321	Anti-Bacterial Agents		
DB01321	Macrolides		
DB01325	Sodium Chloride Symporter Inhibitors		
DB01326	Anti-Bacterial Agents		
DB01326	Cephalosporins		
DB01327	Anti-Bacterial Agents		
DB01327	Cephalosporins		
DB01328	Anti-Bacterial Agents		
DB01328	Cephalosporins		
DB01329	Anti-Bacterial Agents		
DB01329	Cephalosporins		
DB01330	Anti-Bacterial Agents		
DB01330	Cephalosporins		
DB01331	Anti-Bacterial Agents		
DB01331	Cephalosporins		
DB01332	Anti-Bacterial Agents		
DB01332	Cephalosporins		
DB01333	Anti-Bacterial Agents		
DB01333	Cephalosporins		
DB01337	Neuromuscular Nondepolarizing Agents		
DB01337	Nicotinic Antagonists		
DB01338	Neuromuscular Nondepolarizing Agents		
DB01338	Nicotinic Antagonists		
DB01340	Angiotensin-Converting Enzyme Inhibitors		
DB01340	Antihypertensive Agents		
DB01342	Angiotensin Receptor Antagonists		
DB01353	Hypnotics and Sedatives		
DB01353	Barbiturates		
DB01354	Barbiturates		
DB01355	Hypnotics and Sedatives		
DB01355	GABA Modulators		
DB01355	Barbiturates		
DB01355	Adjuvants		
DB01359	Antihypertensive Agents		
DB01359	Adrenergic beta-Antagonists		
DB01361	Anti-Bacterial Agents		
DB01361	Macrolides		
DB01362	Contrast Media		
DB01365	Vasoconstrictor Agents		
DB01365	Sympathomimetics		
DB01365	Adrenergic alpha-1 Receptor Agonists		
DB01367	Neuroprotective Agents		
DB01367	Monoamine Oxidase Inhibitors		
DB01369	Anti-Bacterial Agents		
DB01377	Antacids		
DB01380	Corticosteroids		
DB01392	Mydriatics		
DB01392	Adrenergic alpha-2 Receptor Antagonists		
DB01393	Hypolipidemic Agents		
DB01394	Gout Suppressants		
DB01394	Tubulin Modulators		
DB01395	Mineralocorticoid Receptor Antagonists		
DB01396	Enzyme Inhibitors		
DB01396	Anti-Arrhythmia Agents		
DB01396	Cardiotonic Agents		
DB01398	Anti-Inflammatory Agents, Non-Steroidal		
DB01398	Salicylates		
DB01399	Anti-Inflammatory Agents, Non-Steroidal		
DB01403	Antipsychotic Agents		
DB01403	Analgesics, Non-Narcotic		
DB01403	Dopamine Antagonists		
DB01405	Anti-Bacterial Agents		
DB01407	Sympathomimetics		
DB01407	Bronchodilator Agents		
DB01407	Adrenergic beta-Agonists		
DB01409	Cholinergic Antagonists		
DB01411	Anti-Asthmatic Agents		
DB01411	Leukotriene Antagonists		
DB01413	Anti-Bacterial Agents		
DB01413	Cephalosporins		
DB01414	Anti-Bacterial Agents		
DB01414	Cephalosporins		
DB01415	Cephalosporins		
DB01416	Anti-Bacterial Agents		
DB01416	Cephalosporins		
DB01418	Anticoagulants		
DB01421	Anti-Bacterial Agents		
DB01421	Amebicides		
DB01422	Antifungal Agents		
DB01422	Anti-Infective Agents, Urinary		
DB01423	Antiviral Agents		
DB01423	Immunosuppressive Agents		
DB01423	Expectorants		
DB01424	Pyrazolones		
DB01425	Antiemetics		
DB01425	Prokinetic Agents		
DB01426	Anti-Arrhythmia Agents		
DB01427	Cardiotonic Agents		
DB01427	Phosphodiesterase 3 Inhibitors		
DB01427	Vasodilator Agents		
DB01427	Calcium Channel Blockers		
DB01428	Sunscreening Agents		
DB01429	Anti-Arrhythmia Agents		
DB01429	Voltage-Gated Sodium Channel Blockers		
DB01430	Respiratory System Agents		
DB01432	Hypolipidemic Agents		
DB01432	Cholesterol Absorption Inhibitors		
DB01433	Analgesics, Opioid		
DB01433	Narcotics		
DB01434	Steroids		
DB01435	Anti-Inflammatory Agents, Non-Steroidal		
DB01436	Bone Density Conservation Agents		
DB01437	Hypnotics and Sedatives		
DB01443	Steroids		
DB01446	Stimulants		
DB01452	Analgesics, Opioid		
DB01452	Narcotics		
DB01456	Steroids		
DB01459	Analgesics		
DB01461	Hypnotics and Sedatives		
DB01463	Central Nervous System Stimulants		
DB01463	Antipsychotic Agents		
DB01466	Analgesics, Opioid		
DB01466	Narcotics		
DB01466	Antitussive Agents		
DB01484	Serotonin Receptor Agonists		
DB01485	Steroids		
DB01486	Appetite Depressants		
DB01488	Serotonin Receptor Agonists		
DB01489	Hypnotics and Sedatives		
DB01489	Benzodiazepines		
DB01489	Neuromuscular Agents		
DB01497	Hypnotics and Sedatives		
DB01497	Analgesics, Opioid		
DB01497	Narcotics		
DB01509	Adrenergic Uptake Inhibitors		
DB01509	Hallucinogens		
DB01509	Serotonin Agents		
DB01511	Anticonvulsants		
DB01520	Neuroprotective Agents		
DB01528	Serotonin Receptor Agonists		
DB01541	Anabolic Agents		
DB01544	Anti-Anxiety Agents		
DB01544	GABA Modulators		
DB01544	Benzodiazepines		
DB01546	Stimulants		
DB01550	Appetite Depressants		
DB01550	Stimulants		
DB01551	Analgesics, Opioid		
DB01553	Hypnotics and Sedatives		
DB01553	Benzodiazepines		
DB01553	Neuromuscular Agents		
DB01556	Sympathomimetics		
DB01558	Anti-Anxiety Agents		
DB01558	GABA Modulators		
DB01558	Benzodiazepines		
DB01559	Benzodiazepines		
DB01560	Central Nervous System Stimulants		
DB01560	Psychotropic Drugs		
DB01560	Amphetamines		
DB01567	Benzodiazepines		
DB01569	Steroids		
DB01571	Analgesics		
DB01576	Central Nervous System Stimulants		
DB01576	Dopamine Uptake Inhibitors		
DB01577	Adrenergic Agents		
DB01577	Adrenergic Uptake Inhibitors		
DB01577	Central Nervous System Stimulants		
DB01577	Dopamine Agents		
DB01577	Dopamine Uptake Inhibitors		
DB01577	Sympathomimetics		
DB01579	Central Nervous System Stimulants		
DB01579	Appetite Depressants		
DB01580	Anti-Anxiety Agents		
DB01580	Antihypertensive Agents		
DB01580	Sympatholytics		
DB01580	Anti-Arrhythmia Agents		
DB01580	Vasodilator Agents		
DB01580	Adrenergic beta-Antagonists		
DB01581	Sulfonamides		
DB01582	Sulfonamides		
DB01583	Hormone Replacement Agents		
DB01586	Cholagogues and Choleretics		
DB01587	Benzodiazepines		
DB01588	Anti-Anxiety Agents		
DB01588	GABA Modulators		
DB01589	Hypnotics and Sedatives		
DB01589	Benzodiazepines		
DB01590	Immunosuppressive Agents		
DB01591	Muscarinic Antagonists		
DB01591	Anti-Incontinence Agents		
DB01591	Antispasmodics		
DB01592	Trace Elements		
DB01592	Anti-anemic Agents		
DB01592	Supplements		
DB01593	Trace Elements		
DB01594	Hypnotics and Sedatives		
DB01594	Benzodiazepines		
DB01595	Anti-Anxiety Agents		
DB01595	Hypnotics and Sedatives		
DB01595	Anticonvulsants		
DB01595	GABA Modulators		
DB01598	Anti-Bacterial Agents		
DB01599	Antioxidants		
DB01599	Anticholesteremic Agents		
DB01600	Anti-Inflammatory Agents, Non-Steroidal		
DB01601	Anti-HIV Agents		
DB01601	HIV Protease Inhibitors		
DB01602	Penicillins		
DB01603	Anti-Bacterial Agents		
DB01603	Penicillins		
DB01604	Anti-Bacterial Agents		
DB01604	Penicillins		
DB01605	Anti-Bacterial Agents		
DB01605	Anti-Infective Agents, Urinary		
DB01605	Penicillins		
DB01607	Anti-Bacterial Agents		
DB01607	Penicillins		
DB01608	Phenothiazines		
DB01609	Iron Chelating Agents		
DB01610	Antiviral Agents		
DB01611	Antirheumatic Agents		
DB01611	Enzyme Inhibitors		
DB01611	Antimalarials		
DB01612	Vasodilator Agents		
DB01613	Vasodilator Agents		
DB01614	Hypnotics and Sedatives		
DB01614	Antipsychotic Agents		
DB01614	Dopamine Antagonists		
DB01615	Hypnotics and Sedatives		
DB01615	Histamine Antagonists		
DB01616	Parasympatholytics		
DB01616	Antispasmodics		
DB01618	Antipsychotic Agents		
DB01619	Histamine H1 Antagonists		
DB01619	Histamine Antagonists		
DB01620	Anti-Allergic Agents		
DB01620	Antipruritics		
DB01620	Histamine H1 Antagonists		
DB01621	Phenothiazines		
DB01622	Phenothiazines		
DB01623	Antipsychotic Agents		
DB01623	Dopamine Antagonists		
DB01623	Thioxanthenes		
DB01624	Antipsychotic Agents		
DB01624	Dopamine Antagonists		
DB01627	Anti-Bacterial Agents		
DB01627	Protein Synthesis Inhibitors		
DB01627	Antibiotics		
DB01645	Protein Kinase Inhibitors		
DB01645	Anticarcinogenic Agents		
DB01645	Phytoestrogens		
DB01667	Antimetabolites, Antineoplastic		
DB01669	Anti-Bacterial Agents		
DB01676	Explosive Agents		
DB01686	Enzyme Inhibitors		
DB01692	Sulfhydryl Reagents		
DB01708	Adjuvants, Immunologic		
DB01764	Anti-Bacterial Agents		
DB01783	Vitamin B Complex		
DB01791	Phosphodiesterase 4 Inhibitors		
DB01878	Photosensitizing Agents		
DB01910	Antifungal Agents		
DB01942	Anti-Bacterial Agents		
DB02041	Luminescent Agents		
DB02115	Enzyme Inhibitors		
DB02115	Alcohol Deterrents		
DB02169	Ionophores		
DB02300	Dermatologic Agents		
DB02300	Antipsoriatic Agents		
DB02342	Antineoplastic Agents		
DB02342	Tubulin Modulators		
DB02348	Cariostatic Agents		
DB02351	Antithrombins		
DB02386	Leucyl Aminopeptidase		
DB02546	Antineoplastic Agents		
DB02546	Histone Deacetylase Inhibitors		
DB02579	Tissue Adhesives		
DB02632	Photoaffinity Labels		
DB02638	Vasoconstrictor Agents		
DB02638	Antihypertensive Agents		
DB02663	Herbicides		
DB02703	Anti-Bacterial Agents		
DB02703	Protein Synthesis Inhibitors		
DB02709	Platelet Aggregation Inhibitors		
DB02709	Anti-Inflammatory Agents, Non-Steroidal		
DB02709	Enzyme Inhibitors		
DB02709	Antioxidants		
DB02709	Antineoplastic Agents, Phytogenic		
DB02709	Anticarcinogenic Agents		
DB02709	Antimutagenic Agents		
DB02712	Angiogenesis Inhibitors		
DB02731	Preservatives, Pharmaceutical		
DB02731	Antiseptic Agents		
DB02751	Affinity Labels		
DB02757	Enzyme Inhibitors		
DB02764	Adhesives		
DB02842	Indicators and Reagents		
DB02842	Anti-Infective Agents, Local		
DB02842	Mutagens		
DB02842	Fluorescent Dyes		
DB02855	Neuroprotective Agents		
DB02855	Cysteine Proteinase Inhibitors		
DB02877	Antineoplastic Agents		
DB02901	Androgens		
DB02901	Steroids		
DB02959	Antidepressive Agents, Second-Generation		
DB02999	Excitatory Amino Acid Agonists		
DB03010	Antineoplastic Agents		
DB03010	Tubulin Modulators		
DB03052	Antithrombins		
DB03052	Enzyme Inhibitors		
DB03062	Dietary Supplements		
DB03062	Micronutrients		
DB03062	Supplements		
DB03085	Keratolytic Agents		
DB03128	Vasodilator Agents		
DB03128	Cholinergic Agonists		
DB03128	Cholinergic Agents		
DB03166	Indicators and Reagents		
DB03166	Anti-Bacterial Agents		
DB03172	Antibiotics, Antineoplastic		
DB03172	Antimetabolites, Antineoplastic		
DB03177	Anti-Bacterial Agents		
DB03193	Pharmaceutic Aids		
DB03206	Antiviral Agents		
DB03206	Enzyme Inhibitors		
DB03255	Anti-Infective Agents, Local		
DB03255	Sclerosing Solutions		
DB03255	Disinfectants		
DB03255	Antipsoriatic Agents		
DB03329	Cathepsin B		
DB03424	Antineoplastic Agents		
DB03424	Immunosuppressive Agents		
DB03424	Hypolipidemic Agents		
DB03496	Antineoplastic Agents		
DB03496	Protein Kinase Inhibitors		
DB03496	Growth Inhibitors		
DB03516	Enzyme Inhibitors		
DB03516	Antineoplastics, Adjuncts		
DB03575	Enzyme Inhibitors		
DB03575	Hallucinogens		
DB03575	Excitatory Amino Acid Antagonists		
DB03585	Anti-Inflammatory Agents, Non-Steroidal		
DB03600	Antifungal Agents		
DB03608	Trypanocidal Agents		
DB03615	Anti-Bacterial Agents		
DB03615	Aminoglycosides		
DB03644	Free Radical Scavengers		
DB03701	Dopamine Uptake Inhibitors		
DB03701	Appetite Depressants		
DB03754	Buffers		
DB03758	Antifungal Agents		
DB03775	Mitogens		
DB03783	Analgesics, Non-Narcotic		
DB03793	Food Preservatives		
DB03796	Enzyme Inhibitors		
DB03843	Disinfectants		
DB03843	Fixatives		
DB03852	Anti-Infective Agents		
DB03852	Solvents		
DB03880	Antineoplastic Agents		
DB03880	Protease Inhibitors		
DB03902	Reducing Agents		
DB03966	Anti-Bacterial Agents		
DB03977	Mitogens		
DB04106	Antineoplastic Agents		
DB04124	Anti-Bacterial Agents		
DB04214	Chromogenic Compounds		
DB04216	Antioxidants		
DB04217	Anti-Bacterial Agents		
DB04223	Enzyme Inhibitors		
DB04258	Antineoplastic Agents		
DB04258	Immunosuppressive Agents		
DB04272	Anticoagulants		
DB04272	Chelating Agents		
DB04297	Antifungal Agents		
DB04365	Nootropic Agents		
DB04376	Protein Kinase C-delta		
DB04377	Hypolipidemic Agents		
DB04436	Central Nervous System Stimulants		
DB04468	Estrogen Antagonists		
DB04539	Herbicides		
DB04552	Anti-Inflammatory Agents, Non-Steroidal		
DB04552	Cyclooxygenase Inhibitors		
DB04570	Anti-Bacterial Agents		
DB04570	Cephalosporins		
DB04571	Photosensitizing Agents		
DB04574	Contraceptive Agents		
DB04574	Hormone Replacement Agents		
DB04575	Estrogens		
DB04575	Hormone Replacement Agents		
DB04576	Enzyme Inhibitors		
DB04576	Nucleic Acid Synthesis Inhibitors		
DB04576	Anti-Infective Agents		
DB04576	Quinolones		
DB04581	Adrenergic alpha-Antagonists		
DB04599	Nootropic Agents		
DB04599	Antidepressive Agents		
DB04626	Anti-Bacterial Agents		
DB04628	Enzyme Inhibitors		
DB04628	Insecticides		
DB04657	Fungicides, Industrial		
DB04682	Surface-Active Agents		
DB04682	Antifoaming Agents		
DB04682	Detergents		
DB04682	Excipients		
DB04682	Spermatocidal Agents		
DB04690	Antineoplastic Agents, Phytogenic		
DB04690	Topoisomerase I Inhibitors		
DB04699	Solvents		
DB04711	Contrast Media		
DB04741	Antifungal Agents		
DB04741	Anti-Bacterial Agents		
DB04743	Anti-Inflammatory Agents, Non-Steroidal		
DB04785	Anti-Bacterial Agents		
DB04786	Antineoplastic Agents		
DB04786	Antinematodal Agents		
DB04786	Trypanocidal Agents		
DB04794	Antifungal Agents		
DB04795	Chelating Agents		
DB04797	Anti-Bacterial Agents		
DB04805	Anti-Bacterial Agents		
DB04808	Anti-Bacterial Agents		
DB04812	Anti-Inflammatory Agents, Non-Steroidal		
DB04812	Dermatologic Agents		
DB04812	Lipoxygenase Inhibitors		
DB04813	Anti-Infective Agents, Local		
DB04813	Antiplatyhelmintic Agents		
DB04816	Mutagens		
DB04816	Cathartics		
DB04817	Anti-Inflammatory Agents, Non-Steroidal		
DB04819	Anti-Allergic Agents		
DB04819	Hypnotics and Sedatives		
DB04819	Histamine H1 Antagonists		
DB04820	Antidepressive Agents		
DB04820	Monoamine Oxidase Inhibitors		
DB04821	Dopamine Uptake Inhibitors		
DB04822	Antitussive Agents		
DB04823	Cathartics		
DB04824	Indicators and Reagents		
DB04825	Adrenergic Agents		
DB04825	Vasodilator Agents		
DB04825	Calcium Channel Blockers		
DB04827	Antineoplastic Agents		
DB04827	Carcinogens		
DB04827	Anesthetics, Intravenous		
DB04828	Anti-Inflammatory Agents, Non-Steroidal		
DB04829	Serotonin Antagonists		
DB04829	Hallucinogens		
DB04829	Serotonin Receptor Agonists		
DB04830	Hypoglycemic Agents		
DB04831	Antihypertensive Agents		
DB04831	Diuretics		
DB04831	Uricosuric Agents		
DB04832	Serotonin Uptake Inhibitors		
DB04837	Histamine Antagonists		
DB04838	Vasodilator Agents		
DB04840	Antihypertensive Agents		
DB04840	Adrenergic Agents		
DB04840	Sympatholytics		
DB04841	Anticonvulsants		
DB04841	Vasodilator Agents		
DB04841	Calcium Channel Blockers		
DB04841	Histamine H1 Antagonists		
DB04842	Antipsychotic Agents		
DB04842	Dopamine Antagonists		
DB04843	Cholinergic Antagonists		
DB04844	Adrenergic Uptake Inhibitors		
DB04847	Anti-anemic Agents		
DB04850	Anti-Bacterial Agents		
DB04853	Diagnostic Agents		
DB04855	Anti-Arrhythmia Agents		
DB04858	Antineoplastic Agents		
DB04858	Radiation-Sensitizing Agents		
DB04861	Antihypertensive Agents		
DB04861	Adrenergic beta-1 Receptor Antagonists		
DB04861	Vasodilator Agents		
DB04863	Antianginal Agents		
DB04864	Neuroprotective Agents		
DB04864	Cholinesterase Inhibitors		
DB04865	Antineoplastic Agents		
DB04865	Angiogenesis Inhibitors		
DB04865	Antineoplastic Agents, Phytogenic		
DB04866	Antineoplastic Agents		
DB04866	Angiogenesis Inhibitors		
DB04866	Protein Synthesis Inhibitors		
DB04866	Coccidiostats		
DB04867	Antineoplastic Agents		
DB04867	Anti-Obesity Agents		
DB04868	Antineoplastic Agents		
DB04869	Anti-migraine Agents		
DB04870	Anti-Obesity Agents		
DB04874	Antineoplastic Agents		
DB04876	Dipeptidyl-Peptidase IV Inhibitors		
DB04876	Antidiabetic Agents		
DB04877	Antimalarials		
DB04879	Antineoplastic Agents		
DB04879	Protein Kinase Inhibitors		
DB04881	Antineoplastics, Adjuncts		
DB04882	Antineoplastic Agents		
DB04884	Serotonin Uptake Inhibitors		
DB04886	Anti-HIV Agents		
DB04886	Reverse Transcriptase Inhibitors		
DB04890	Mast Cell Stabilizers		
DB04891	Antipsoriatic Agents		
DB04893	Antineoplastic Agents		
DB04894	Antineoplastic Agents		
DB04894	Analgesics		
DB04896	Serotonin Uptake Inhibitors		
DB04896	Adrenergic Uptake Inhibitors		
DB04896	Antidepressive Agents		
DB04897	Pulmonary Surfactants		
DB04898	Antithrombins		
DB04899	Cardiovascular Agents		
DB04899	Natriuretic Agents		
DB04900	Antineoplastic Agents		
DB04900	Adjuvants, Immunologic		
DB04900	Immunosuppressive Agents		
DB04901	Antipsoriatic Agents		
DB04903	Hypnotics and Sedatives		
DB04904	Immunosuppressive Agents		
DB04904	Vaccines		
DB04905	Antineoplastic Agents		
DB04905	Platelet Aggregation Inhibitors		
DB04905	Histamine Antagonists		
DB04906	Antipsoriatic Agents		
DB04907	Antineoplastic Agents		
DB04909	Antimalarials		
DB04910	Anthelmintics		
DB04911	Anti-Bacterial Agents		
DB04914	Antineoplastic Agents		
DB04914	Vaccines		
DB04915	Antineoplastic Agents		
DB04917	Serotonin Receptor Agonists		
DB04918	Anti-Bacterial Agents		
DB04918	Cephalosporins		
DB04919	Antithrombins		
DB04925	Fibrinolytic Agents		
DB04931	Affinity Labels		
DB04932	Antithrombins		
DB04934	Anti-Bacterial Agents		
DB04934	Leprostatic Agents		
DB04934	Antibiotics, Antitubercular		
DB04936	Iron Chelating Agents		
DB04937	Antineoplastic Agents		
DB04937	Vaccines		
DB04938	Estrogen Antagonists		
DB04940	Antineoplastic Agents		
DB04942	Antineoplastic Agents		
DB04943	Immunosuppressive Agents		
DB04944	Cardiovascular Agents		
DB04947	Diagnostic Agents		
DB04948	Antihypertensive Agents		
DB04948	Adrenergic alpha-2 Receptor Agonists		
DB04948	Narcotic Antagonists		
DB04950	Antineoplastic Agents		
DB04952	Anti-Bacterial Agents		
DB04953	Anticonvulsants		
DB04954	Anti-Arrhythmia Agents		
